,Unnamed: 0,date,index,Unnamed: 0.1,cum_sum_baseline,cum_sum_realized,effective_baseline_power,new_baseline_power,total_mined_reward,effective_network_time
31,31,2020-09-24,287232.50281491905,287232.50281491905,1.5243928120347006e+22,1.5243345689186914e+22,1.1688529715106954e+18,1.2640876611218166e+18,3.2530333719565723e+24,13131.440886699507
32,32,2020-09-25,290073.9996480113,290073.9996480113,1.6257788306506765e+22,1.6257204649587783e+22,1.1699125592936748e+18,1.2679000622726085e+18,3.3955825481046365e+24,13998.444209785286
33,33,2020-09-26,292914.4996478873,292914.4996478873,1.7290359058599284e+22,1.7289772967549173e+22,1.1709516573871516e+18,1.988696715184174e+18,3.543606322849026e+24,14880.644366197184
34,34,2020-09-27,295762.0052539405,295762.0052539405,1.8345427354114515e+22,1.834483930376161e+22,1.1717101301342474e+18,2.894071121201708e+18,3.694762365933723e+24,15781.37162872154
35,35,2020-09-28,298608.4940098661,298608.4940098661,1.9426980763177346e+22,1.942639347631236e+22,1.172423291710497e+18,2.8995692234298056e+18,3.848976989802445e+24,16704.14411557435
36,36,2020-09-29,301453.5049088359,301453.5049088359,2.055521007920127e+22,2.055462326163796e+22,1.173167230743599e+18,2.9050879142701834e+18,4.005214124827662e+24,17666.142005610098
37,37,2020-09-30,304303.99894699897,304303.99894699897,2.173489078478032e+22,2.173430539475884e+22,1.173945096121686e+18,2.910612379738127e+18,4.169882504293774e+24,18671.35802035802
38,38,2020-10-01,307156.5024509804,307156.5024509804,2.2958058453430377e+22,2.295747420874948e+22,1.17475163621049e+18,2.9161367838042097e+18,4.3384383967548497e+24,19712.92717086835
39,39,2020-10-02,310007.4964862965,310007.4964862965,2.4229155636930167e+22,2.4228566993354105e+22,1.1755897803681014e+18,2.921683631604904e+18,4.504131732405253e+24,20794.552002810964
40,40,2020-10-03,312852.9996485062,312852.9996485062,2.553764749297493e+22,2.553705937700613e+22,1.176452582063096e+18,2.9272453161289283e+18,4.6698100769917424e+24,21907.19402460457
41,41,2020-10-04,315693.99718011986,315693.99718011986,2.687525070308902e+22,2.687466341045905e+22,1.177334579388173e+18,2.9327948184578893e+18,4.837374055064669e+24,23043.744448360943
42,42,2020-10-05,318531.50035236083,318531.50035236083,2.827917311037497e+22,2.827858448954208e+22,1.1782603066879273e+18,2.938384151894015e+18,5.00773593286587e+24,24235.7318534179
43,43,2020-10-06,321369.5,321369.5,2.9704346185833904e+22,2.9703757801769325e+22,1.1792000463886262e+18,2.9439629017456773e+18,5.180307222080329e+24,25444.8044397463
44,44,2020-10-07,324210.50210970466,324210.50210970466,3.1187610439752547e+22,3.11870254134596e+22,1.1801780906206126e+18,2.949556816257016e+18,5.354724864840666e+24,26702.135021097045
45,45,2020-10-08,327055.0003514938,327055.0003514938,3.273101331908835e+22,3.2730420814293607e+22,1.1811957894425034e+18,2.955158056226116e+18,5.536707741468798e+24,28009.339191564148
46,46,2020-10-09,329897.4982394366,329897.4982394366,3.4318888357572502e+22,3.4318297446641715e+22,1.1822428125999762e+18,2.9607874496385725e+18,5.72295924265305e+24,29353.036267605632
47,47,2020-10-10,332742.50350877194,332742.50350877194,3.5946194720399087e+22,3.594560285453253e+22,1.1833158362352676e+18,2.9664089051395205e+18,5.920320137995772e+24,30728.86385964912
48,48,2020-10-11,335592.5,335592.5,3.7634860024420494e+22,3.763427591349373e+22,1.1844293191200538e+18,2.972047106149124e+18,6.122880039368253e+24,32155.25228070176
49,49,2020-10-12,338422.4857651245,338422.4857651245,3.935490190022725e+22,3.935350892601642e+22,2.765912046583312e+18,3.151750502076015e+18,6.285536127304759e+24,15254.3512455516
50,50,2020-10-13,341253.5147265077,341253.5147265077,4.103223624761057e+22,4.103078664307568e+22,2.915944985708315e+18,3.174129587387357e+18,6.411680607102341e+24,14137.35729312763
51,51,2020-10-14,344110.5034940601,344110.5034940601,4.275365190369099e+22,4.275219101063191e+22,2.917080063728859e+18,3.18015822961784e+18,6.548049151171781e+24,14727.587700908456
